
ID;Name
839-1;Markutiškiai
1264-1;Martyniškis
2108-1;Mažieji Žinėnai
75-1;Meištoniai
1272-1;Mimainiai
1259-1;Mitėniškiai
1261-1;Normainiai
859-1;Pageležių durpynas
1260-1;Pauliukai
64-1;Rudmenai
77-1;Rukla
76-1;Ruklos miestelis
66-1;Šalūgiškiai
855-2;Senadvariai
63-1;Sodai
78-1;Sodai "Neris"
69-1;Spanėnai
5998-1;Šveicarija
79-1;Sveikatingumo centras
62-1;Sviloniai
59-1;Turžėnai
841-1;Upninkai
3941-1;Užusaliai
4903-1;Užusalių gaisrinė
1263-1;Žeimiai
2109-1;Žinėnai
1667-1;Aleksandravas
4930-1;Ąžuolynė
1711-1;Bariūnai
1715-1;Blauzdžiūnai
1660-1;Buivydžiai
1658-1;Centras
1652-1;Dargiai
1653-1;Gataučiai
1651-1;Jauniūnai
1656-1;Joniškis
1659-1;Kalnelis
4933-1;Kemsai
1709-1;Kepaliai
1655-1;Kirnaičiai
1714-1;Kriukai
1662-1;Lankaičiai
48871;Maldeniai
1669-1;Martyniškiai
1708-1;Mėdginai
4929-1;Mikolaičiūnai
1654-1;Niūraičiai
1710-1;Noriūnai
1712-1;Pavirčiuvė
1664-1;Petraičiai
1668-1;Puikiai
1663-1;Skaistgirys
1713-1;Skakai
1661-1;Šluostikiai
4928-1;Sodai
1650-1;Stripeikiai
1665-1;Stungiai
4932-1;Taučiūnai
4931-1;Vaidminiai
4501-1;Valiūnai
1666-1;Žagarė
1657-1;Žagarės g.
4934-1;Žagariškiai
824-1;"Savivaldybė"
3993-1;Adomaitiškės
4007-1;Akmeniškiai
3997-1;Ambručiai
4035-1;Aneliškė
3947-1;Antvardė
4062-1;Armena
4001-1;Armeniškiai
4063-1;Armeniukas
4002-1;Armenos girininkija
4058-1;Armenos linija
3972-1;Balandžiai
3971-1;Balniai
4067-1;Belvederis
4013-1;Bereiviškiai
4011-1;Birbiliškės
3988-2;Bliiudžiai
3988-1;Bliudžiai
1387-1;Būdos
4057-1;Burbiškiai
4024-1;Butaičiai
3954-1;Butkaičiai
3968-1;Dainiai
3946-1;Dainiai II
4047-1;Dirvonai
3994-1;Dubinskai
4049-1;Eidutiškis
4026-1;Eimantai
1386-1;Eržvilkas
4032-1;Gauraičiai
4031-1;Gaurė
4017-1;Gervėnai
3945-1;Giedriai
3948-1;Girdžiai
3951-1;Girdžių kaimas
3949-1;Girdžių mokykla
3956-1;Girninkija
4016-1;Gystėnai
833-1;Graužėnai
4071-1;Greičių linija
4010-1;Gudžiunai
1395-1;Išdagai
1083-1;Jakaičiai
4005-1;Juodaičiai
1397-1;Jūrava
1381-1;Jurbarkai
2411-1;Jurbarkas
3943-1;Jurbarko agroservisas
3942-1;Jurbarko autobusų parkas
823-1;Kalnėnai
3992-1;Kalveliai
4054-1;Kaniukai
3975-1;Kartupiai
1081-1;Kartupis
3977-1;Kartupių gyvenvietė
3976-1;Kartupių kryžkelė
3953-1;Kavoliai
830-1;Kybartai Jurbarko r.
4051-1;Kybartų mokykla
835-1;Klangiai
3995-1;Klapatinė
2489-1;Klausučiai
3944-1;Klišiai
4023-1;Kulvertiškė
4034-1;Kunigiškiai
3955-1;Lapgiriai
3974-1;Lenkčiai
3967-1;Ligoninė
4008-1;Liucinava
3986-1;Liudvinava
1389-1;Lybiškiai
3962-1;Medininkai
4066-1;Merontiškiai
3981-1;Mikutaičiai
4029-1;Milgaudžiai
4006-1;Misiūnai
3950-1;Miškininkų gyvenvietė
3969-1;Mokinių sustojimas
3984-1;Molynė
3983-1;Molynės kalnas
4022-1;Mosteikiai
4056-1;Naciūnai
4045-1;Naujininkai
4046-1;Naujininkėliai
3985-1;Naukaimis
3964-1;Paalsys
3965-1;Paalsys II
4061-1;Paarmenys
4068-1;Padubysio gyvenvietė
3999-1;Padubysys
4004-1;Pagausantys
3973-1;Pagiriai
3959-1;Paišlinys
4009-1;Pamituvys
5500-1;Panemunės muitinė
4052-2;Pantvardys
4025-1;Pašaltuonys
3957-1;Paskyniai
4053-1;Pasnietalys
822-1;Pašventys
1084-1;Pauliai
3952-1;Pavidaujys
3963-1;Pavidaujys Šimkaičių sen.
1384-1;Paviduojo kryžkelė
4003-1;Pavietava
4042-1;Paviščiuvys
4015-1;Pelučiai
4014-1;Petuteliai
4040-1;Plėkiai
4039-1;Plėkiai II
832-1;Plokščiai
4043-1;Poliai
4048-1;Posaičiai
4020-1;Pratvalkai
3978-1;Puziškiai
831-1;Raudonė
4050-1;Raudonenai
825-1;Rotuliai
3991-1;Rustekonys
4044-1;Rutkiškiai
4064-2;Satsiūnai
3998-1;Seredžiaus MSV
836-1;Seredžius
827-1;Šilinė
1085-1;Šimkaičiai
826-1;Skirsnemunė
1393-1;Smalininkai
3966-1;Stakiai
4064-1;Stasiūnai
4027-1;Steigvilai
4036-1;Stragutė
1082-1;Švendriškiai
4012-1;Tamošiai
4021-1;Taubučiai
4037-1;Tauragės mėsos kombinatas
4028-1;Trauklaukis
1394-1;Užbaliai
3958-1;Vadžgirys
3960-1;Vadžgirkelis
3996-1;Vaičiuskai
1382-1;Vajotai
4000-1;Vambaliai
1388-1;Varlaukis
834-1;Veliuona
4019-1;Veliuonos kalnas
4018-1;Veliuonos mokykla
829-1;Vencloviškiai
3982-1;Vertimai
3970-1;Vertimų kelias
3980-1;Vertimų kryžkelė
4030-1;Vėžaičiai
1396-1;Viešvilė
1385-1;Vilniškiai
4055-1;Vilniškių gyvenvietė
4041-1;Viščiuva
828-1;Vytėnai
4059-1;Vosbutai
4069-1;Vosbutų mokykla
4060-1;Zardiškiai
4033-1;Žiburiai
1383-1;Žindaičiai
4038-1;Žukaičiai
1850-1;1-ieji kolektyviniai sodai
1851-1;2-ieji kolektyviniai sodai
110-1;Antakalnis
3235-1;Antakalnis I
3236-1;Antakalnis Kaišiadorių krp.
1843-1;Apidemis
109-1;Bačkonys
1834-1;Bartkūnai
1745-1;Basonys
92-1;Bažnyčia Žasliuose
3234-1;Bublių kr.
83-1;Bučionys
1840-1;Burčiakai
1744-1;Būtkiemis
86-1;Butkūnai
1837-1;Dovainonių centras
1836-1;Dovainonių mokykla
3930-1;Dovainonių paukštynas
3931-1;Dovainonys I
82-1;Gegužinė
3238-1;Girelės paukštynas
1830-1;Grabuciškės
3237-1;Grėbliauciškės
1829-1;Jakštonys
3239-1;Kaišiadorių paukštynas
3240-1;Kaišiadorys
1747-1;Kalviai
1746-1;Kalvių ežeras
1828-1;Karčiupis
3233-1;Kaspariškės
1841-1;Kruonis
1846-1;Lankakiemis
90-1;Laukysta
1839-1;Mankuviškės
1742-1;Migonių kryžkelė
1844-1;Migonys
88-1;Paukščiai
1739-1;Pravieniškių biblioteka
1741-1;Pravieniškių galinis punktas
1738-1;Pravieniškių gel.stotis
1740-1;Pravieniškių sankryža
84-1;Putriškės
93-1;Rasava
112-1;Rumšiškės
4959-1;Rumšiškės (Liaudies buities muziejus)
1833-1;Rumšiškių centras
1831-1;Rumšiškių paviljonas
3932-1;Rusonys
81-1;Senoji Gegužinė
89-1;Stabintiškės
1842-1;Stebeikiai
87-1;Surveliai
1743-1;Šventininkai
1838-1;Tadarava
95-1;Talpūnai
80-1;Tartokas
1749-1;Užgirėlis
1835-1;Užtakai
1845-1;Vilūnai
91-1;Žasliai
94-1;Žaslių glž.st.
113-1;Žiežmariai
85-1;Zūbiškės
6045-1;Aistiškių kryžkelė
339-1;Dominiškiai
323-1;Gazdai
6046-1;Girkantų kryžkelė
313-1;Gulbiniškiai II
315-1;Jungėnai
325-1;Jusevičiai
317-1;Kalvarija
316-1;Kalvarijos glž.st.
341-1;Kamšai
322-1;Kasauskai
327-1;Kvietkinė
6044-1;Liepalotų kryžkelė
328-1;Mockai
329-1;Mockava
347-1;Nemunaičiai
314-1;Pasūduonys
321-1;Raudeniškiai
324-1;Sangrūda
319-1;Santaka
338-1;Šilėnai
337-1;Slabatka
6047-1;Smalnyčėnai
340-1;Sūsninkai
326-1;Tabarauskai
320-2;Zubriai
3881-1;"Urmas"
2481-1;2-asis fortas
1883-1;7-asis km.
4075-1;9-ojo  forto g.
3878-1;9-ojo forto g.
4201-1;9-ojo forto muziejus
5976-1;Akių klinika
2479-2;Aleksoto poliklinika
2479-1;Aleksoto poliklininka
6067-1;Apaščios g.
2121-1;Ariogalos g.
5980-1;Ašigalio g.
6065-1;Ateities pl.
1880-1;Atrama
2449-1;Autobusu Parkas
4901-1;Autobusų stotis
1818-1;Bernardinų plytinės g.
1877-2;Birštono g.
5983-1;Čečėnijos aikštė
571-1;Devintas fortas
1827-1;Draugystės g.
2477-1;E.Ožeškienės g.
5982-1;Eiguliai
1853-1;Europos pr.
2474-1;Gedimino g.
4900-1;Geležinkelio stotis
1813-1;IKI
4816-1;I-ojo forto g.
1817-1;Jiesios plentas
2480-1;Julijanavos g.
1906-1;Jurbarko g.
2486-1;Jurginiškiai
114-1;K.  Petrausko g.
2483-1;K.Dulksnio g.
111-1;Kalniečių poliklinika
1884-1;Kaniukai
2010-1;Karaliaus Mindaugo pr.
2408-1;Kaunas
4819-1;Kauno "Ledo arena"
3887-1;Kauno klinikinė ligoninė
4092-1;Kauno pilies aikštelė
1878-1;Kauno pilis
6068-1;Kauno tiltai
6057-1;Kausta
3882-1;Kazliškiai
2473-1;Kęstučio g.
5975-1;Klinikos
5966-1;Laisvės alėja
1854-1;Lazdijų g.
2122-2;Linkuvos g.
3883-1;Liucijanavos g.
6069-1;Lytagra
2487-1;Mituvos g.
634-1;Mosėdžio g.
4904-1;Murava
2476-1;Muzikinis teatras
6059-1;Naktigonės g.
6061-1;Neveronių g.
4099-1;Onkologijos ligoninė
4084-1;Pakalnės g.
5985-1;Pakraščio g.
3888-1;Palemono g.
1815-2;Panemunė
1879-1;Panerių g.
2099-1;Panerys
3879-1;Partizanų g.
6056-1;Pašilės g.
1877-1;Pėsčiųjų tiltas
2097-1;Pikulio g.
2011-1;Požeminė perėja
2484-1;Ramybės g.
1881-1;Raudondvario pl.
3886-1;Respublikinė Kauno ligoninė
3880-1;Rokai
4089-1;Rokakiemio g.
2236-1;Rokeliai
2475-1;S. Daukanto g.
6060-1;S.Nėries muziejus
5981-1;S.Žukausko g.
3885-1;Sargėnai
2098-1;Šiaurinio aplinkelio tiltas
4961-1;Šilainių pl
635-1;Šilainių poliklinika
2482-1;Sodai
2143-1;Suvalkiečių g.
2123-1;Šv.Kazimiero progimnazija
1816-1;Švč.Jėzaus Širdies bažnyčia
4203-1;Švyturio g.
3889-1;Tabariškiai
1815-1;Tilto g.
5978-1;Topolis
2485-1;Tulpių g.
3890-1;Tvenkinio g.
5979-1;Ukmergės g.
6066-1;Upytės g.
2488-1;Utenos g.
5984-1;V.Lansbergio-Žemkalnio g.
2212-1;Vaidoto g.
1812-1;Vaišvydava
2142-2;Valstybinė mokesčių inspekcija
4202-1;Varnių g.
2478-1;Vilniaus g.
4114-1;Vinčų g.
6064-1;Viržių g.
1882-1;Visvaldės g.
2026-1;Vytauto Didžiojo tiltas
4922-1;Žalgirio arena
5977-1;Žeimenos g.
2458-1;Žirgynas
1814-1;Zuikinė
1810-1;19-as kilometras
2029-1;1-ieji Bernatoniai
2157-1;1-ieji Girininkai
2061-1;1-ieji Kačergiai
2075-1;1-ieji Kaniūkai
52-1;1-ieji Mastaičiai
2033-1;1-ieji Naujatrobiai
1887-1;1-ieji Netoniai
2062-1;1-ieji Pakapiai
2118-1;1-ieji Pažėrai
5986-1;1-ieji Ramučiai
5991-1;1-ieji Sergeičikai
2457-1;1-ieji sodininkai
2030-1;2-ieji Bernatoniai
2158-1;2-ieji Girininkai
2080-1;2-ieji Kaniūkai
1-1;2-ieji Mastaičiai
1480-1;2-ieji Netoniai
1875-1;2-ieji Pažėrai
1820-1;2-ieji Rokai
5992-1;2-ieji Sergeičikai
2101-1;2-ieji sodininkai
2103-1;3-ieji sodininkai
4923-1;A.Mitkaus pagrindinė mokykla
485-1;Akademijos miestelis
409-1;Altoniškiai
2107-1;Andriuškoniai
1893-1;Antalkiai
1903-1;Antkalniai
2226-1;Arlaviškės
2225-1;Arlaviškės 2
2223-1;Arlaviškių kr.
3245-1;Artojų g.
2125-1;Aukščių g.
4908-1;Ąžuolas
578-1;Babtai
2074-1;Babtai centras
2472-2;Babtų gimnazija
2470-1;Babtų institutas
2073-1;Babtų kryžkelė
577-1;Babtų vienkiemis
2127-1;Bajorų g.
5997-1;Balio Buračio gimnazija
2207-1;Baravai
2139-1;Barsūniškiai
2116-1;Bartupė
1891-1;Batniava
1874-2;Bažnyčia
1900-1;Bernoriškiai
6023-2;Biblioteka
2114-1;Bijūnai
4902-1;Bijūnų g.
2031-1;Biliūnai
2022-1;Biliūno g.
53-1;Biruliškės
2043-1;Bitvanas
2464-1;Bivyliai
2156-1;Bliovai
2054-1;Boniškiai
3052-1;Braziūkai
2204-1;Buivydai
2059-1;Butkūnai
1905-1;Čekiškė
580-1;Cinkiškiai
2140-1;D.Lapių kaimo kapinės
4077-1;Darželis
2539-1;Daržų g.
2069-1;Dasiūnai
2208-1;Daučioniai
1901-1;Daugėliškiai
2456-1;Daugėliškių centras
1885-1;Didvyriai
2137-1;Didžiosios Lapės
2155-1;Dievogala
2228-1;Dobilija
2227-1;Dobilija 2
2093-1;Dokiai
4101-1;Domeikava
2126-1;Domeikava seniūnija
5988-1;Dovalgonių g.
2106-1;Drąseikiai
1859-1;Drebulinė
2213-1;Dubravai
2019-1;Durpyno
2041-1;Eigirgala
2202-1;Eikščiai
1904-1;Eikščių kryžkelė
1809-1;Elnių eiguva
4082-1;Erdvės g.
2023-1;Ežerėlis
6012-1;Fitsuot
2086-1;Gaigalai
2206-1;Gailiūnai
576-1;Gailiušiai
403-1;Gaižėnėliai
6074-1;Garažų g.
1856-1;Garliava
2231-1;Gaubatrakis
2094-1;Gegužėnai
4871-1;Gėlių g
4871-2;Gėlių g.
2217-1;Gervėnupis
2027-1;Gimnazija
4078-1;Ginkluotės gamykla
572-1;Giraitė
1824-1;Girininkai
1825-1;Girininkai, galinis punktas
4083-1;Griežlės g.
2220-1;Grybas (Tursonas)
2211-1;Guknė
5990-1;Hella
5989-1;Hollister
2046-1;Ibėnai
4076-1;Ievų g.
1858-1;Ilgakiemis
3244-1;Ireniškiai
2048-1;Jackiškiai
2461-1;Jadagonys
2038-1;Jagminiškiai
1894-1;Jaučakiai
1895-1;Jaučakių kryžkelė
2162-1;Jokavai
1855-1;Jonučiai
4917-1;Juodoniai
2468-1;Juodoniai žemutiniai
2049-1;Juozapava
3926-1;Juozapavos kapinės
3-1;Juragiai
2151-1;Jurginų g.
2013-1;Kačerginė
2014-1;Kačerginės miškas
2063-1;Kačergių kryžkelė
2224-1;Kadagių slėnis
4910-1;Kalinava
1888-1;Kalnyčiai
2113-1;Kampiškiai
579-1;Kaniūkai
2466-1;Kapciuniškės
2088-1;Kapeliai
2128-1;Kapinaitės
6071-1;Kapinės
3243-1;Karkazai
56-1;Karmėlava I
58-1;Karmėlava II
4091-1;Kaštonų g.
2021-1;Kauno g.
57-1;Kauno oro uostas
2145-1;Kauno šiltadaržiai
6070-1;Kauno tiekimas
2044-1;Kazimierava
2042-1;Kėkštynė
5995-1;Keramikų g.
4090-1;Klevų g.
406-1;Kluoniškiai
2016-1;Kluoniškis
2215-1;Kol. sodai 1
404-1;Kol.sodai
2216-1;Kol.sodai 2
6021-1;Krašto g.
3242-1;Kreidos g.
4956-1;Kriaušių g.
2214-1;Kryžius
2465-1;Kudrėnai
1379-1;Kulautuvos centras
1380-1;Kulautuvos galinis punktas
1378-1;Kulautuvos grybas
1377-1;Kulautuvos kapinės
1080-1;Kulautuvos kryžkelė
4918-1;Kulautuvos ligoninė
411-1;Kuras
410-1;Kuras I
2132-1;Lapės Tujų g.
2131-1;Lapės Tvenkinių g.
2136-1;Lapių kaimas
2102-1;Lapių kr.
3056-1;Lapių seniūnija
581-1;Laučynė
2203-1;Lauksvydai
2095-1;Lebedžiai
4815-1;Ledos g.
4080-1;Ledos kapinės
413-1;Lekėčiai I
6018-1;LEZ 1
6019-1;LEZ 2
6020-1;LEZ 3
1860-1;Linksmakalnis
2090-1;Lipikiškiai
2092-1;Liučiūnai
4899-1;Liučiūnų mokykla
55-1;Margava
2229-1;Margininkai
2230-1;Margininkų kr.
5993-1;Martinavos kapinės
2104-1;Masteikiai
2133-1;Mažosios Lapės
2152-1;Medeinos g.
4926-1;Miestelėnų g.
2087-1;Miškalaukis
1886-1;Miškiniai
2020-1;Miško g.
400-1;Mitkūnai
2112-1;Mokslo g.
1889-1;Mozūriškiai
2124-1;Muitinės g.
4916-1;Muniškiai
2467-1;Muniškiai žemutiniai
4915-1;N.Muniškiai centras
54-1;Narėpai
3057-1;Naujamiestis
2034-1;Naujatrobiai
574-1;Naujieji Muniškiai
1892-1;Naujiena
5961-1;Neries g.
6072-1;Neveronių kapinės
6022-1;Neveronių žiedas
6063-1;Neveronys
2146-1;Noreikiškės
408-1;Nova
1811-1;Obelynas
2117-1;Pabartupis
5994-1;Pabiržis
2115-1;Padainupys
2037-1;Padauguva
1857-1;Pagiriai
2089-1;Pagiriai (Čekiškės kryptis)
2071-1;Pagynė
2072-1;Pagynė kontora
3925-1;Pakalnės g.
2138-1;Pakalniškiai
2068-1;Pakapiai
2161-1;Palazdonys
1826-1;Palemonas
2076-1;Panevėžiukas
2077-1;Panevėžiukas centras
2078-1;Panevėžiuko ambulatorija
407-1;Papiškiai
1821-1;Paražėliai
5962-1;Parko g.
2170-1;Partikai
2471-1;Paštas
2233-1;Patamušėlis
6062-1;Pervaža
2084-1;Piepaliai
2082-1;Piepalių kryžkelė
4814-1;Pievų g.
4813-1;Piliakalnio g.
1805-1;Piliuona
1807-1;Piliuona 1
1806-1;Piliuona 2
1808-1;Piliuonos kryžkelė
402-1;Pypliai
2153-1;Poderiškiai
2154-1;Poderiškių kompleksas
2024-1;Preišiogala
2454-1;Prienai
2053-1;Puikoniai
2205-1;Purviškiai
2209-1;Purviškiai žemutiniai
5999-1;Pušyno g.
2129-1;Radikiai
1902-1;Radviliškiai
2085-1;Ramonai
5987-1;Ramučių kultūros centras
6075-1;Rasos g.
5967-1;Rato g.
2036-1;Raubatoniai
2035-1;Raubatonių mokykla
4921-1;Raudondvario medelynas
1129-1;Raudondvaris
1822-1;Ražėliai
4925-1;Ražiškiai
398-1;Ringaudai
2148-1;Ringaudų pradinė mokykla
2210-1;Ringovė
4924-1;Rinkūnai
4081-1;Ryto g.
2234-1;Rokeliai 2
2235-1;Rokeliai bendrovė
1819-1;Rokų seniūnija
2039-1;Romaškiai
1890-1;Ruponioniai
2100-1;Saliai
4907-1;Šaltpusnių g.
2105-1;Šančiai
2111-1;Sankryža
2135-1;Šatijai
1899-1;Saulėtekiai
573-1;Sausinė
5964-1;SB "Atžala"
4115-1;SB "Baldininkas"
2141-1;SB "Didžiosios Lapės"
4913-1;SB "Granitas"
4914-1;SB "Lokomotyvas"
2134-1;SB "Mažosios Lapės"
1909-1;SB "Technika"
4912-2;SB "Vanaginė"
4912-1;SB "Vanagynė"
2015-1;SB "Vejuona"
2079-1;SB "Vija"
3241-1;Seniava
4883-1;Seniūnija, Linksmakalnis
5965-1;Senosios Karmėlavos kapinės
2462-1;Šėtijai
4100-1;Šilelio g.
5996-1;Šiltnamiai
2534-1;Šiltnamių g.
575-1;Sitkūnai
4116-1;Sitkūnai, Radistų g.
3053-1;Šiuliai
2189-1;Skrebėnai
2052-1;Skrynės
2130-1;Smiltynai
6073-1;Sodų bendrija "Tiekėjas"
2459-1;Sriptauja
2469-1;Stabaunyčius
2-1;Stanaičiai
2047-1;Stankūnai
2144-1;Stirnų g.
399-1;Tabariškės
2150-1;Tabariškiai
1804-1;Taurakiemis
4927-1;Titnago g.
59-2;Turžėnai
2025-1;Universiteto bendrabučiai
6026-1;Universiteto g.
2463-1;Užliedžiai
2060-1;Užumiškiai
6076-1;Vaidvilės g.
1823-1;Vainatrakis
2045-1;Valerava
2051-1;Vandžiogala
2050-1;Vandžiogalos girininkija
2081-1;Varekoniai
4909-1;Varyklos g.
5963-1;Varluva
2801-2;Varžupio g.
2147-1;VDU Žemės ūkio akademija
2032-1;Vejuona
1876-1;Vienybės g.
2012-1;Vigiai
4079-1;Vijukai
2018-1;Vilimai
2070-1;Vilkėnai
838-1;Vilkija
1896-1;Vilkija viršutinė
1898-1;Vilkijos bendrovė
1897-1;Vilkijos filialas
412-1;Vincentavas
401-1;Virbališkės
2221-1;Viršužiglio reb.ligoninė
2222-1;Viršužiglis
2083-1;Vosiškiai
2040-1;Voškoniai
2028-1;Žalgirio g.
405-1;Zapyškis
837-1;Žemoji Panemunė
4906-1;Žiemkelio g.
2017-1;Žvyrduobė
530-1;Antanavas
11-1;Ąžuolų Būda
529-1;Gaisriai
10-1;Gudeliai
3049-1;Karčrūdė
4120-1;Kazlų Rūda
4117-1;Mažoji Senažiškė
531-1;Piliūnai
4118-1;S.Daukanto g.
3051-1;Sarapinai
3048-1;Sasnava
12-1;Selema
4119-1;V.Borisevičiaus g.
3050-1;Viliūšiai
1268-1;"Centras"
2064-1;2-ieji Kačergiai
1122-1;Akademija
2315-1;Apytalaukis
1269-1;Aristava
2453-1;Aukštdvaris
1271-1;Aukštieji Kapliai
1128-1;Bajėnai
2193-1;Būdai I
2192-1;Būdai II
1123-1;Dotnuva
1265-1;Galulaukiai
2058-1;Gelnai
2312-1;Gineitai
1118-1;Gudžiūnai
1125-1;Josvainiai
583-1;Juodgiris
1374-1;Kadagių  g.
1375-1;Kalnaberžė
1127-1;Kampai
1267-1;Kėdainiai
1124-1;Keleriškiai
2313-1;Kruostas
2065-1;Labūnava
2194-1;Lančiūnava
2452-2;Langakiai
584-1;Lesčiukai
1257-1;Lioliai
1126-1;Maleikoniai
1121-1;Mantviliškis
4940-1;Medekšiai
2057-1;Nociūnai
1253-1;Okainiai
1254-1;Paežeriai
2191-1;Pagilupys
2066-1;Pašiliai
1252-1;Pavermenys
2056-1;Pėdžiai
2067-1;Pelėdnagiai
1256-1;Piliakalnis
1120-1;Piliamantas
1119-1;Pilioniai
2311-1;Šateniai
1258-1;Šėta
1376-1;Sirutiškis
2197-1;Skerdikai
2310-1;Šlaitkalnis
1372-1;Spigučiai
2195-1;Stasinė
2196-1;Stebuliai
1373-1;Sūriškiai
1371-1;Surviliškis
2309-1;Šventybrastis
1270-1;Taučiūnai
1255-1;Taujankai
2314-1;Tiskūnai
1251-1;Truskava
1370-1;Užupė
1266-1;Vilainiai
582-1;Vincentava
2308-1;Zavišinė
2055-1;Žiogaičiai
1095-1;Aukštiškiai
1570-1;Beržėnai
1061-1;Bijotė
1585-1;Gailiai
4898-1;Gaugariai
1051-1;Griniai
1055-1;Jauniškė
1589-1;Junkilai
4985-1;Kelias į Laikšes
1065-1;Kelmė
1566-1;Kolainiai
1057-1;Kryžbarkas
1060-1;Kunigiškė
1094-1;Kuršiai
4897-1;Laikšių gyvenvietė
4984-1;Laiškalnis
1586-1;Lioliai
1584-1;Lyduvėnų kelias
1067-1;Maironiai
1066-1;Maneikiai
1027-1;Mateikiai
4891-1;Miežaičiai
1591-1;Minupiai
2415-1;Pagryžuvys
1587-1;Pakėvis
1052-1;Pakražantis
1054-1;Paprūdžiai
4893-1;Paramotis
4896-1;Pašoniai
4569-1;Paštas
1575-1;Pašvinė
1053-1;Pluskiai
1056-1;Posūkis į Kelmę
4892-1;Šaltiniai
1572-1;Šaukėnai
1096-1;Šedbarai
1059-1;Šilo Pavėžupis
1571-1;Slabada
1573-1;Spaudžiai
1058-1;Suvartuva
4890-1;Švilpiškė
1068-1;Tytuvėnai
1569-1;Ušnėnai
1567-1;Užventis
1588-1;Vaiguva
1565-1;Veniai
4888-1;Verpena
4889-1;Verpenos ūkis
1568-1;Volungiai
1590-1;Želviai
4957-1;Akropolis (Klaipėda)
1474-1;Klaipėda
1475-1;Miesto ligoninės st.
1409-4;Mokyklos
3016-1;Smiltynė
770-1;Universiteto
3017-1;Alksnynė
773-1;Antkoptis
775-1;Balkalnis
771-1;Dauparai
1470-1;Dituva
778-1;Endriejavas
3023-1;G.D.Kuverto plento sankryža
772-1;Gargždai
3018-1;Gintaro įlanka
768-1;Graudužiai
1473-1;Jakai
3012-1;Juodkrantė
1549-1;Jurjonai
1476-1;Kalotė
779-1;Kapstatai
769-1;Kopūstai
1477-1;Kretingalė
1471-1;Lingiai
3892-1;Naujoji Perkėla
3015-1;Nida
3793-1;Nidos PKP
780-1;Patyris
1551-1;Perkūnai
3013-1;Pervalka
3021-1;Pervalka (sankryža)
3014-1;Preila
3022-1;Preila (sankryža)
1472-1;Priekulė
3019-1;Raganų kalnas
1550-1;Šakiniai
777-1;Šilėnai
1469-1;Šilininkai
1478-1;Šlikiai
3024-1;T.Mano muziejus
774-1;Vėžaičiai
776-1;Žemguliai
3020-1;Žvejų gyvenvietė
1493-1;Aukštkalviai
760-1;Auksūdis
1499-1;Barzdžiai
758-1;Benaičiai
767-4;Būtingė, PKP
761-1;Darbėnai
1485-1;Daudėnai
794-1;Dvaralis
795-1;Erlėnai
1535-1;Gaudučiai
757-1;Įpiltis
764-1;Joskaudai
1496-1;Kalnalis
1531-1;Kartena
1491-1;Klibiai
1489-1;Kretinga
1532-1;Kretingos MSV
1494-1;Kūlupėnai
1488-1;Kurmaičiai
1497-1;Laiviai
763-1;Lazdininkai
1495-1;Nasrėnai
759-1;Nausėdai
1490-1;Padvariai
762-1;Pasertupis
792-1;Reketė
1534-1;Rubuliai
793-1;Salantai
1487-1;Senkai
1533-1;Slučkai
1486-1;Tūbausiai
1479-1;Vydmantai
1492-1;Voveraičiai
1482-1;Želviai
765-1;Žibininkai
1215-1;Aleksandrija
1207-1;Aluotos
1217-1;Byčiai
1206-1;Bugailiškiai
1291-1;Čiovydžiai
1205-1;Daukai
1292-1;Duoniūnai
1203-1;Gaigalai
1333-1;Gyvakarai
2494-1;Juodžiūnai
1204-1;Jurkštai
1295-1;Kandrėnai
1220-1;Karaliūnai
1289-1;Kikonys
1211-1;Kinderiai
1334-1;Kupiškis
1296-1;Miškonys
1293-1;Naiviai
1202-1;Nociūnai (Kupiškio r.)
1218-1;Noriūnai
1219-1;Noriūnų MSV
1201-1;Pajuodbalys
1212-1;Papiliai
1221-1;Paulianka
1332-1;Salamiestis
1213-1;Šepeta
1210-1;Šimonys
1294-1;Skapiškio glž.st.
1318-1;Skapiškis
1222-1;Skverbai
1223-1;Skverbai II
1290-1;Slavinčiškis
1214-1;Šnipeliškis
1216-1;Stičkalnis
1288-1;Subačiaus glž.st.
1316-1;Tvirai
1317-1;Vengriškis
1209-1;Visėtiškės
156-1;Abarauskai
165-1;Agariniai
334-1;Aštrioji Kirna
332-1;Aštrioji Kirsna
357-1;Avižieniai
333-1;Bagatelius
330-1;Būdvietis
37-1;Bukta
163-1;Burakavas
356-1;Buteliūnai
139-1;Cijūniškė
3845-1;Cimaniūnai
44-1;Čivonys
148-1;Dainaviškiai
335-1;Dzūkai
136-1;Gervėnai
205-1;Grabauka
43-1;Gudeliai Lazdijų r.
33-1;Gudeliškė
346-2;Išlandžiai
162-1;Janėnai
154-1;Juškonys
45-1;Kalveliai
152-1;Kapčiamiestis
352-1;Karužai
353-1;Kasteliškė
349-1;Krisnelė
30-1;Krosna
31-1;Krosna prie mokyklos
32-1;Krosnėnai
40-1;Kukliai
42-1;Laibagaliai
46-1;Lapūkas
38-1;Lazdijai
358-1;Mikabaliai
348-1;Mikniškai
47-1;Miškų urėdija
350-1;Natalina
166-1;Nemajūnai
41-1;Neravai Lazdijų r.
138-1;Okta
151-1;Padumbliai
336-1;Pagrūdai
331-1;Paliūnai
36-1;Papečiai
160-1;Paročkė
147-1;Pateriai
149-1;Paulenka
